fid,obj_type,info,damage_gra,event_time,country,filename,txt,act_id,interpret,settl_type,subtype,functional,road_type,simplified,objectid,length,area,area_ha,emsr_id,fwi,wui_label
714,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,3.686631906,,,,
715,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,2.03E-05,,,,
716,"215 Harbours, waterways, dams and other waterworks",21513 Breakwater,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,3.979609241,,,,,
717,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,0.199537258,,,,,
718,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,161.8515439,,,,,
719,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,198.5891742,,,,,
720,"215 Harbours, waterways, dams and other waterworks",21513 Breakwater,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,0.109296678,,,,,
721,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,0.724905379,,,,,
722,2 Agricultural Areas,21 Arable land,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,72492.4312,,,,
723,2 Agricultural Areas,22 Permanent crops,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,74.91710218,,,,
724,2 Agricultural Areas,23 Pastures,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,20815.22967,,,,
725,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,1424.382318,,,,
726,3 Forests and Semi-natural Areas,31 Forests,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,13839.24136,,,,
727,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,7682.321691,,,,
728,3 Forests and Semi-natural Areas,33 Open spaces with little or no vegetation,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,50.28618336,,,,
729,4 Wetlands,41 Inland wetlands,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,450.1911694,,,,
730,998 Other,998 Other,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,14228.76248,,,,
731,2 Agricultural Areas,21 Arable land,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,38.69581756,,,,
732,2 Agricultural Areas,22 Permanent crops,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,30.73980016,,,,
733,2 Agricultural Areas,23 Pastures,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,3603.465684,,,,
734,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,311.7418941,,,,
735,3 Forests and Semi-natural Areas,31 Forests,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,125.1910274,,,,
736,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,3471.1431,,,,
737,4 Wetlands,41 Inland wetlands,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,55.79285687,,,,
738,998 Other,998 Other,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT04_summaryTable_v1.xlsx,,,,,,,,,,,238.0788207,,,,
739,12 Non-residential Buildings,122 Office buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,254.3524689,,,,
740,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,20.32340028,,,,
741,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,542.9180352,,,,
742,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,18.08092301,,,,
743,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,5.787742696,,,,
744,12 Non-residential Buildings,1279 Military,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,16.04141783,,,,
745,12 Non-residential Buildings,1280 Cemetery,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,63.21369302,,,,
746,11 Residential Buildings,997 Not Applicable,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,4234.20248,,,,
747,11 Residential Buildings,997 Not Applicable,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,0.071663326,,,,
748,213 Airfield,2130 Airfield runways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,452.0247656,,,,
749,213 Airfield,21312 Helipad,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,0.117472994,,,,
750,"215 Harbours, waterways, dams and other waterworks",21510 Harbours,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,0.379986667,,,,
751,"211 Highways, Streets and Roads",2111 Highways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,12.49991746,,,,,
752,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,238.3870919,,,,,
753,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,223.0790356,,,,,
754,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,1467.010284,,,,,
755,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,2370.447759,,,,,
756,212 Railways,2121 Long-distance railways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,316.9269517,,,,,
757,212 Railways,21210 Railway Yard,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,3.589292121,,,,,
758,212 Railways,21220 Tramway,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,12.60953881,,,,,
759,213 Airfield,2130 Airfield runways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,2.357605434,,,,,
760,"215 Harbours, waterways, dams and other waterworks",21510 Harbours,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,0.264554726,,,,,
761,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,0.355598876,,,,,
762,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,0.040479467,,,,,
763,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,49.06352048,,,,,
764,212 Railways,2121 Long-distance railways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,0.107488648,,,,,
765,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,76.66528152,,,,
766,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,236.3582036,,,,
767,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,563.7426837,,,,
768,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,359.1614735,,,,
769,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,35.34976725,,,,
770,"215 Harbours, waterways, dams and other waterworks",21513 Breakwater,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,3.979609241,,,,,
771,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,0.199537258,,,,,
772,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,161.8515439,,,,,
773,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,198.5891742,,,,,
774,"215 Harbours, waterways, dams and other waterworks",21513 Breakwater,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,0.102278824,,,,,
775,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,0.445257157,,,,,
776,2 Agricultural Areas,21 Arable land,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,72492.4312,,,,
777,2 Agricultural Areas,22 Permanent crops,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,74.91710218,,,,
778,2 Agricultural Areas,23 Pastures,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,20815.22967,,,,
779,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,1424.382318,,,,
780,3 Forests and Semi-natural Areas,31 Forests,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,13839.24136,,,,
781,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,7682.321691,,,,
782,3 Forests and Semi-natural Areas,33 Open spaces with little or no vegetation,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,50.28618336,,,,
783,4 Wetlands,41 Inland wetlands,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,450.1911694,,,,
784,998 Other,998 Other,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,14228.76248,,,,
785,2 Agricultural Areas,21 Arable land,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,13.21104871,,,,
786,2 Agricultural Areas,22 Permanent crops,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,6.966115015,,,,
787,2 Agricultural Areas,23 Pastures,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,1889.14419,,,,
788,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,117.7345429,,,,
789,3 Forests and Semi-natural Areas,31 Forests,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,12.91700747,,,,
790,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,2140.863506,,,,
791,4 Wetlands,41 Inland wetlands,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,21.72239861,,,,
792,998 Other,998 Other,Not Affected,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT06_summaryTable_v1.xlsx,,,,,,,,,,,74.35161036,,,,
793,11 Residential Buildings,997 Not Applicable,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,4234.20248,,,,
794,12 Non-residential Buildings,122 Office buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,254.3524689,,,,
795,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,20.32340028,,,,
796,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,542.9180352,,,,
797,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,18.08092301,,,,
798,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,5.787742696,,,,
799,12 Non-residential Buildings,1279 Military,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,16.04141783,,,,
800,12 Non-residential Buildings,1280 Cemetery,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,63.21369302,,,,
801,11 Residential Buildings,997 Not Applicable,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,0.294856462,,,,
802,12 Non-residential Buildings,122 Office buildings,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,0.246798223,,,,
803,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,0.018534577,,,,
804,213 Airfield,2130 Airfield runways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,452.0247656,,,,
805,213 Airfield,21312 Helipad,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,0.117472994,,,,
806,"215 Harbours, waterways, dams and other waterworks",21510 Harbours,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,0.379986667,,,,
807,"211 Highways, Streets and Roads",2111 Highways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,12.49991746,,,,,
808,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,238.3870919,,,,,
809,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,223.0790356,,,,,
810,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,1467.010284,,,,,
811,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,2370.447759,,,,,
812,212 Railways,2121 Long-distance railways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,316.9269517,,,,,
813,212 Railways,21210 Railway Yard,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,3.589292121,,,,,
814,212 Railways,21220 Tramway,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,12.60953881,,,,,
815,213 Airfield,2130 Airfield runways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,2.357605434,,,,,
816,"215 Harbours, waterways, dams and other waterworks",21510 Harbours,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,0.264554726,,,,,
817,"211 Highways, Streets and Roads",2111 Highways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,0.36013874,,,,,
818,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,0.217166701,,,,,
819,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,0.976134471,,,,,
820,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,3.239692957,,,,,
821,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,78.83525218,,,,,
822,212 Railways,2121 Long-distance railways,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,0.100636469,,,,,
823,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,76.66528152,,,,
824,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,236.3582036,,,,
825,23 Complex Constructions on Industrial Sites,2302 Power plant constructions,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,563.7426837,,,,
826,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,359.1614735,,,,
827,24 Other Civil Engineering Works,242 Other civil engineering works not elsewhere classified,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,35.34976725,,,,
828,23 Complex Constructions on Industrial Sites,2301 Constructions for mining or extraction,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,1.770656079,,,,
829,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,,3.376456167,,,,
830,"215 Harbours, waterways, dams and other waterworks",21513 Breakwater,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,3.979609241,,,,,
831,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,9/20/2024,Germany,EMSR763_AOI01_DEL_MONIT07_summaryTable_v1.xlsx,,,,,,,,,,0.199537258,,,,,
