fid,obj_type,info,damage_gra,event_time,country,filename,txt,act_id,interpret,settl_type,subtype,functional,road_type,simplified,objectid,length,area,area_ha,emsr_id,fwi,wui_label
1824,24 Other Civil Engineering Works,241 Sport and recreation constructions,Possibly damaged,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,8.480057884,,,,
1825,24 Other Civil Engineering Works,241 Sport and recreation constructions,Damaged,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.0530058,,,,
1826,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.00039343,,,,
1827,24 Other Civil Engineering Works,241 Sport and recreation constructions,Possibly damaged,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.330496756,,,,
1828,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,2.577342843,,,,,
1829,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,6.596614188,,,,,
1830,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.911782331,,,,,
1831,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1832,"215 Harbours, waterways, dams and other waterworks",2152 Dams,No visible damage,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1833,2 Agricultural Areas,21 Arable land,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1248.403377,,,,
1834,2 Agricultural Areas,22 Permanent crops,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,606.1777245,,,,
1835,2 Agricultural Areas,23 Pastures,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,1.730237635,,,,
1836,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,594.5400572,,,,
1837,3 Forests and Semi-natural Areas,31 Forests,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,996.8377971,,,,
1838,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,81.24815631,,,,
1839,3 Forests and Semi-natural Areas,33 Open spaces with little or no vegetation,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,321.050559,,,,
1840,998 Other,998 Other,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,2075.463992,,,,
1841,2 Agricultural Areas,21 Arable land,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,189.5029099,,,,
1842,2 Agricultural Areas,22 Permanent crops,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,3.728398593,,,,
1843,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,27.57568419,,,,
1844,3 Forests and Semi-natural Areas,31 Forests,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.959670173,,,,
1845,998 Other,998 Other,Not Affected,3/11/2023,Italy,EMSR705_AOI06_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,93.72493015,,,,
1846,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,30.83538125,,,,
1847,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,1.487348225,,,,
1848,12 Non-residential Buildings,1280 Cemetery,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,0.897707693,,,,
1849,11 Residential Buildings,997 Not Applicable,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,107.088744,,,,
1850,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,7.123356864,,,,,
1851,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,13.65380237,,,,,
1852,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,54.47495788,,,,,
1853,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,157.5555474,,,,,
1854,212 Railways,2121 Long-distance railways,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,7.180198848,,,,,
1855,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,4.252736981,,,,,
1856,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,0.588424292,,,,
1857,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,3.218991978,,,,
1858,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,17.43456314,,,,,
1859,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,26.94396359,,,,,
1860,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,1.021596025,,,,,
1861,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,0.055861419,,,,,
1862,2 Agricultural Areas,21 Arable land,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,2936.950784,,,,
1863,2 Agricultural Areas,22 Permanent crops,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,173.640317,,,,
1864,2 Agricultural Areas,23 Pastures,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,25.51825901,,,,
1865,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,933.4425955,,,,
1866,3 Forests and Semi-natural Areas,31 Forests,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,1247.665385,,,,
1867,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,4.449110616,,,,
1868,998 Other,998 Other,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,272.6727294,,,,
1869,2 Agricultural Areas,21 Arable land,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,434.8191012,,,,
1870,2 Agricultural Areas,22 Permanent crops,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,0.003802444,,,,
1871,2 Agricultural Areas,23 Pastures,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,8.441964058,,,,
1872,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,0.221805863,,,,
1873,3 Forests and Semi-natural Areas,31 Forests,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,0.773208982,,,,
1874,998 Other,998 Other,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_MONIT01_summaryTable_v2.xlsx,,,,,,,,,,,40.06923677,,,,
1875,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,30.83538125,,,,
1876,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,1.487348225,,,,
1877,12 Non-residential Buildings,1280 Cemetery,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,0.897707693,,,,
1878,11 Residential Buildings,997 Not Applicable,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,107.088744,,,,
1879,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,7.123356864,,,,,
1880,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,13.65380237,,,,,
1881,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,54.47495788,,,,,
1882,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,157.5555474,,,,,
1883,212 Railways,2121 Long-distance railways,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,7.180198848,,,,,
1884,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,0.054691823,,,,,
1885,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,4.16839726,,,,,
1886,"215 Harbours, waterways, dams and other waterworks",21512 Settling Basin,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,0.588424292,,,,
1887,24 Other Civil Engineering Works,241 Sport and recreation constructions,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,3.218991978,,,,
1888,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,17.43456314,,,,,
1889,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,26.94396359,,,,,
1890,"22 Pipelines, Communication and Electricity Lines","221 Long-distance pipelines, communication and electricity lines",No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,0.802559288,,,,,
1891,"22 Pipelines, Communication and Electricity Lines",222 Local pipelines and cables,No visible damage,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,0.090561061,,,,,
1892,2 Agricultural Areas,21 Arable land,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,2936.950784,,,,
1893,2 Agricultural Areas,22 Permanent crops,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,173.640317,,,,
1894,2 Agricultural Areas,23 Pastures,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,25.51825901,,,,
1895,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,933.4425955,,,,
1896,3 Forests and Semi-natural Areas,31 Forests,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,1247.665385,,,,
1897,3 Forests and Semi-natural Areas,32 Shrub and/or herbaceous vegetation association,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,4.449110616,,,,
1898,998 Other,998 Other,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,272.6727294,,,,
1899,2 Agricultural Areas,21 Arable land,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,316.7400584,,,,
1900,2 Agricultural Areas,22 Permanent crops,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,0.003802444,,,,
1901,2 Agricultural Areas,23 Pastures,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,9.811927669,,,,
1902,2 Agricultural Areas,24 Heterogeneous agricultural areas,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,0.221805863,,,,
1903,3 Forests and Semi-natural Areas,31 Forests,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,1.904593283,,,,
1904,998 Other,998 Other,Not Affected,3/11/2023,Italy,EMSR705_AOI08_DEL_PRODUCT_summaryTable_v3.xlsx,,,,,,,,,,,39.77166335,,,,
1905,11 Residential Buildings,997 Not Applicable,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1906,11 Residential Buildings,997 Not Applicable,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1907,12 Non-residential Buildings,1251 Industrial buildings,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1908,12 Non-residential Buildings,123 Wholesale and retail trade buildings,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1909,12 Non-residential Buildings,1251 Industrial buildings,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1910,12 Non-residential Buildings,1211 Hotel buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1911,12 Non-residential Buildings,122 Office buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1912,12 Non-residential Buildings,1220 Administrative,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1913,12 Non-residential Buildings,1221 Institutional,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1914,12 Non-residential Buildings,1222 Police station,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1915,12 Non-residential Buildings,1223 Fire station,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1916,12 Non-residential Buildings,123 Wholesale and retail trade buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1917,12 Non-residential Buildings,"1241 Communication buildings, stations, terminals and associated buildings",No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1918,12 Non-residential Buildings,1242 Garage buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1919,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1920,12 Non-residential Buildings,"1252 Reservoirs, silos and warehouses",No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1921,12 Non-residential Buildings,1261 Public entertainment buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1922,12 Non-residential Buildings,1262 Museums and libraries,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1923,12 Non-residential Buildings,"1263 School, university and research buildings",No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1924,12 Non-residential Buildings,1264 Hospital or institutional care buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1925,12 Non-residential Buildings,1271 Non-residential farm buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1926,12 Non-residential Buildings,1272 Buildings used as places of worship and for religious activities,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1927,12 Non-residential Buildings,1273 Historic or protected monuments,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1928,12 Non-residential Buildings,1274 Other buildings not elsewhere classified,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1929,995 Unclassified,997 Not Applicable,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1930,995 Unclassified,997 Not Applicable,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1931,995 Unclassified,997 Not Applicable,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1932,12 Non-residential Buildings,1251 Industrial buildings,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1933,12 Non-residential Buildings,123 Wholesale and retail trade buildings,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1934,12 Non-residential Buildings,1251 Industrial buildings,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1935,12 Non-residential Buildings,1251 Industrial buildings,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1936,995 Unclassified,997 Not Applicable,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1937,995 Unclassified,997 Not Applicable,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,,,,,
1938,213 Airfield,2130 Airfield runways,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,374.3637814,,,,
1939,213 Airfield,2131 Heliport,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.49798302,,,,
1940,213 Airfield,21312 Helipad,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,,0.453808293,,,,
1941,"211 Highways, Streets and Roads",21121 Secondary Road,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.175899971,,,,,
1942,"211 Highways, Streets and Roads",21122 Local Road,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.615351065,,,,,
1943,"211 Highways, Streets and Roads",21123 No Driveway,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1.708468113,,,,,
1944,"211 Highways, Streets and Roads",21124 Cart Track,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1.183317375,,,,,
1945,"211 Highways, Streets and Roads",21120 Primary Road,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.146946053,,,,,
1946,"211 Highways, Streets and Roads",21122 Local Road,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,2.114755543,,,,,
1947,"211 Highways, Streets and Roads",21123 No Driveway,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.343216799,,,,,
1948,"211 Highways, Streets and Roads",21124 Cart Track,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1.780801953,,,,,
1949,"211 Highways, Streets and Roads",2111 Highways,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,300.7287367,,,,,
1950,"211 Highways, Streets and Roads",21120 Primary Road,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,174.8973371,,,,,
1951,"211 Highways, Streets and Roads",21121 Secondary Road,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,112.3507742,,,,,
1952,"211 Highways, Streets and Roads",21122 Local Road,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1727.763716,,,,,
1953,"211 Highways, Streets and Roads",21124 Cart Track,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,1121.519954,,,,,
1954,212 Railways,2121 Long-distance railways,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,332.9062151,,,,,
1955,212 Railways,21210 Railway Yard,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,63.89249533,,,,,
1956,212 Railways,21220 Tramway,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,2.987413183,,,,,
1957,212 Railways,21221 Subway,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,55.12263841,,,,,
1958,213 Airfield,2130 Airfield runways,No visible damage,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,16.08449501,,,,,
1959,"211 Highways, Streets and Roads",21121 Secondary Road,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.062600223,,,,,
1960,"211 Highways, Streets and Roads",21122 Local Road,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.092307216,,,,,
1961,"211 Highways, Streets and Roads",21123 No Driveway,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.365295248,,,,,
1962,"211 Highways, Streets and Roads",21124 Cart Track,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.369670925,,,,,
1963,"211 Highways, Streets and Roads",21120 Primary Road,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,0.146946053,,,,,
1964,"211 Highways, Streets and Roads",21122 Local Road,Possibly damaged,5/16/2024,Italy,EMSR721_AOI01_GRA_PRODUCT_summaryTable_v2.xlsx,,,,,,,,,,2.114755543,,,,,
